Agent,attribute,value,intra_p,excl_p,v_score
ChatGPT Agent,client_height,2488,0.0308,0.9762,0.03
ChatGPT Agent,client_height,127,0.0154,0.7969,0.0123
ChatGPT Agent,buildID,NOT_SUPPORTED,1.0,0.1295,0.1295
ChatGPT Agent,cf-ray,MISSING,1.0,0.0,0.0
ChatGPT Agent,detailChrome,SUPPORTED,1.0,0.1295,0.1295
ChatGPT Agent,sec-ch-ua-platform,"""macOS""",1.0,0.8628,0.8628
ChatGPT Agent,detailChrome_csi,NOT_SUPPORTED,1.0,1.0,1.0
ChatGPT Agent,permissions_persistent-storage,NOT_SUPPORTED,1.0,0.9234,0.9234
ChatGPT Agent,userAgentData_wow64,False,0.6462,0.4238,0.2738
ChatGPT Agent,userAgentData_wow64,MISSING,0.3538,0.5762,0.2039
ChatGPT Agent,keyboard,"`\[],0123456789=<abcdefghijklmnopqrstuvwxyz-.';/",1.0,0.5418,0.5418
ChatGPT Agent,userAgentData_architecture,amd64,0.6462,1.0,0.6462
ChatGPT Agent,userAgentData_architecture,MISSING,0.3538,0.5762,0.2039
ChatGPT Agent,audioFormats_audio/x-mpegurl,MISSING,1.0,0.8705,0.8705
ChatGPT Agent,detailChrome_app,NOT_SUPPORTED,1.0,1.0,1.0
ChatGPT Agent,resOverflow,SUPPORTED,1.0,0.0,0.0
ChatGPT Agent,audioFormats_audio/flac,probably,1.0,0.1295,0.1295
ChatGPT Agent,productSub,20030107,1.0,0.1295,0.1295
ChatGPT Agent,connection-js_type,MISSING,1.0,0.0996,0.0996
ChatGPT Agent,connection-js_effectiveType,4g,1.0,0.1556,0.1556
ChatGPT Agent,accept-encoding,"gzip, deflate, br, zstd",1.0,0.0383,0.0383
ChatGPT Agent,screen_depth,24,1.0,0.2375,0.2375
ChatGPT Agent,permissions_magnetometer,NOT_SUPPORTED,1.0,0.7939,0.7939
ChatGPT Agent,cf-connecting-ip,MISSING,1.0,0.0,0.0
ChatGPT Agent,screen_width,1280,1.0,0.9234,0.9234
ChatGPT Agent,referer,INTERNAL,1.0,0.0383,0.0383
ChatGPT Agent,signature-input,SUPPORTED,1.0,1.0,1.0
ChatGPT Agent,screen_top,MISSING,1.0,0.1295,0.1295
ChatGPT Agent,userAgentData_fullVersionList,MISSING,1.0,0.5762,0.5762
ChatGPT Agent,window_device_pixel_ratio,0.800000011920929,1.0,1.0,1.0
ChatGPT Agent,battery,SUPPORTED,1.0,0.1295,0.1295
ChatGPT Agent,resOverflow_depth,8930,0.6462,1.0,0.6462
ChatGPT Agent,resOverflow_depth,8906,0.1846,1.0,0.1846
ChatGPT Agent,resOverflow_depth,8902,0.1538,1.0,0.1538
ChatGPT Agent,resOverflow_depth,8918,0.0154,1.0,0.0154
ChatGPT Agent,battery_onchargingtimechange,MISSING,1.0,0.0,0.0
ChatGPT Agent,userAgentData_brands,Chromium:141|Not?A_Brand:8,0.6462,1.0,0.6462
ChatGPT Agent,userAgentData_brands,MISSING,0.3538,0.5762,0.2039
ChatGPT Agent,screen_height,960,1.0,1.0,1.0
ChatGPT Agent,userAgentData_formFactors,MISSING,1.0,0.5762,0.5762
ChatGPT Agent,sec-ch-ua,"""Chromium"";v=""141"", ""Not?A_Brand"";v=""8""",1.0,1.0,1.0
ChatGPT Agent,upgrade-insecure-requests,MISSING,1.0,0.0,0.0
ChatGPT Agent,multiMediaDevices_speakers,0,1.0,0.7149,0.7149
ChatGPT Agent,permissions_push,NOT_SUPPORTED,1.0,0.1295,0.1295
ChatGPT Agent,permissions_notifications,denied,1.0,0.8421,0.8421
ChatGPT Agent,permissions_clipboard-write,NOT_SUPPORTED,1.0,0.7939,0.7939
ChatGPT Agent,userAgentData,SUPPORTED,0.6462,0.4238,0.2738
ChatGPT Agent,userAgentData,MISSING,0.3538,0.6797,0.2405
ChatGPT Agent,hardwareConcurrency,13,1.0,1.0,1.0
ChatGPT Agent,battery_chargingTime,0,1.0,0.3862,0.3862
ChatGPT Agent,battery_charging,True,1.0,0.236,0.236
ChatGPT Agent,battery_dischargingTime,MISSING,1.0,0.0958,0.0958
ChatGPT Agent,navigator_properties_hash,NiQIQDlsjEL3,1.0,1.0,1.0
ChatGPT Agent,audioFormats_audio/3gpp,MISSING,1.0,0.1579,0.1579
ChatGPT Agent,cf-ipcountry,MISSING,1.0,0.0,0.0
ChatGPT Agent,userAgentData_bitness,MISSING,1.0,0.5762,0.5762
ChatGPT Agent,plugins,Plugin 0: undefined; undefined; internal-pdf-viewer. Plugin 1: undefined; undefined; adsfkjlkjhalkh. Plugin 2: undefined; undefined; internal-nacl-plugin . ,1.0,1.0,1.0
ChatGPT Agent,window_outer_height,960,1.0,1.0,1.0
ChatGPT Agent,deviceMemory,8.0,1.0,0.1303,0.1303
ChatGPT Agent,battery_level,1,1.0,0.4544,0.4544
ChatGPT Agent,sec-fetch-site,same-site,1.0,0.0,0.0
ChatGPT Agent,resOverflow_errorStacklength,873,0.4769,0.6544,0.3121
ChatGPT Agent,resOverflow_errorStacklength,1008,0.3385,0.7939,0.2687
ChatGPT Agent,resOverflow_errorStacklength,819,0.1538,0.8996,0.1384
ChatGPT Agent,resOverflow_errorStacklength,924,0.0154,0.8851,0.0136
ChatGPT Agent,resOverflow_errorStacklength,1074,0.0154,0.931,0.0143
ChatGPT Agent,window_inner_width,1280,1.0,0.8092,0.8092
ChatGPT Agent,connection-js,SUPPORTED,1.0,0.1295,0.1295
ChatGPT Agent,alt-used,MISSING,1.0,0.0146,0.0146
ChatGPT Agent,userAgent-js,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",1.0,1.0,1.0
ChatGPT Agent,detailChrome_sendMessage,51,1.0,0.9617,0.9617
ChatGPT Agent,hasChrome,True,1.0,0.1295,0.1295
ChatGPT Agent,connection-js_rtt,100,0.8923,0.6789,0.6058
ChatGPT Agent,connection-js_rtt,200,0.0462,0.8851,0.0408
ChatGPT Agent,connection-js_rtt,50,0.0154,0.8429,0.013
ChatGPT Agent,connection-js_rtt,150,0.0154,0.8398,0.0129
ChatGPT Agent,connection-js_rtt,0,0.0154,0.9172,0.0141
ChatGPT Agent,connection-js_rtt,250,0.0154,0.9916,0.0153
ChatGPT Agent,permissions,SUPPORTED,1.0,0.0,0.0
ChatGPT Agent,connection-js_downlinkMax,MISSING,1.0,0.0,0.0
ChatGPT Agent,cdn-loop,MISSING,1.0,0.0,0.0
ChatGPT Agent,audioContext_state,suspended,0.8769,0.4023,0.3528
ChatGPT Agent,audioContext_state,running,0.1231,0.5977,0.0736
ChatGPT Agent,multiMediaDevices,SUPPORTED,1.0,0.0023,0.0023
ChatGPT Agent,detailChrome_runtime,35,1.0,0.9617,0.9617
ChatGPT Agent,"videoFormats_video/ogg; codecs=""opus""",probably,1.0,0.1295,0.1295
ChatGPT Agent,permissions_camera,NOT_SUPPORTED,1.0,0.9234,0.9234
ChatGPT Agent,multiMediaDevices_webcams,0,1.0,0.8245,0.8245
ChatGPT Agent,permissions_accelerometer,NOT_SUPPORTED,1.0,0.7939,0.7939
ChatGPT Agent,resOverflow_errorMessage,Maximum call stack size exceeded,1.0,0.1295,0.1295
ChatGPT Agent,userAgentData_model,MISSING,1.0,0.0,0.0
ChatGPT Agent,videoFormats,SUPPORTED,1.0,0.0,0.0
ChatGPT Agent,screen_pixel_depth,24,1.0,0.2375,0.2375
ChatGPT Agent,user-agent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",1.0,1.0,1.0
ChatGPT Agent,audioFormats,SUPPORTED,1.0,0.0,0.0
ChatGPT Agent,screen_availWidth,1280,1.0,0.9234,0.9234
ChatGPT Agent,navigator_properties,SUPPORTED,1.0,0.0,0.0
ChatGPT Agent,permissions_microphone,NOT_SUPPORTED,1.0,0.9234,0.9234
ChatGPT Agent,webDriverValue,MISSING,1.0,0.9234,0.9234
ChatGPT Agent,sec-fetch-dest,empty,1.0,0.0,0.0
ChatGPT Agent,screen_availTop,0,1.0,0.2544,0.2544
ChatGPT Agent,window_outer_width,1280,1.0,0.9617,0.9617
ChatGPT Agent,battery_ondischargingtimechange,MISSING,1.0,0.0,0.0
ChatGPT Agent,audioFormats_audio/aac,probably,1.0,0.1295,0.1295
ChatGPT Agent,x-forwarded-proto,https,1.0,0.0,0.0
ChatGPT Agent,gyroscope,True,1.0,0.1295,0.1295
ChatGPT Agent,accept,*/*,1.0,0.0383,0.0383
ChatGPT Agent,userAgentData_platformVersion,15.5.0,0.6462,0.9939,0.6422
ChatGPT Agent,userAgentData_platformVersion,MISSING,0.3538,0.1372,0.0485
ChatGPT Agent,screen_availHeight,960,1.0,1.0,1.0
ChatGPT Agent,languages-js,"en-US,en",0.4769,0.2559,0.1221
ChatGPT Agent,languages-js,en-US,0.3692,0.8851,0.3268
ChatGPT Agent,languages-js,fr-FR,0.1538,0.9977,0.1535
ChatGPT Agent,audioFormats_audio/mpeg,probably,1.0,0.1295,0.1295
ChatGPT Agent,platform,MacIntel,0.7385,0.869,0.6417
ChatGPT Agent,platform,Linux x86_64,0.2615,0.2276,0.0595
ChatGPT Agent,sec-ch-ua-mobile,?0,1.0,0.1295,0.1295
ChatGPT Agent,timezone,480,1.0,0.9341,0.9341
ChatGPT Agent,accept-language,"en-US,en;q=0.9",0.4769,0.187,0.0892
ChatGPT Agent,accept-language,en-US,0.3692,1.0,0.3692
ChatGPT Agent,accept-language,fr-FR,0.1538,1.0,0.1538
ChatGPT Agent,sec-ch-ua-form-factors,MISSING,1.0,0.0383,0.0383
ChatGPT Agent,content-type,application/json,1.0,0.0,0.0
ChatGPT Agent,userAgentData_platform,macOS,0.6462,0.9165,0.5922
ChatGPT Agent,userAgentData_platform,MISSING,0.3538,0.5762,0.2039
ChatGPT Agent,detailChrome_webstore,NOT_SUPPORTED,1.0,0.1295,0.1295
ChatGPT Agent,audioContext,SUPPORTED,1.0,0.0,0.0
ChatGPT Agent,signature-agent,"""https://chatgpt.com""",1.0,1.0,1.0
ChatGPT Agent,permissions_payment-handler,NOT_SUPPORTED,1.0,0.7939,0.7939
ChatGPT Agent,navigator_properties_total,77,1.0,0.9234,0.9234
ChatGPT Agent,detailChrome_connect,47,1.0,0.9617,0.9617
ChatGPT Agent,sec-fetch-user,MISSING,1.0,0.0,0.0
ChatGPT Agent,battery_onlevelchange,MISSING,1.0,0.0,0.0
ChatGPT Agent,etsl,33,1.0,0.1295,0.1295
ChatGPT Agent,vendor,Google Inc.,1.0,0.1295,0.1295
ChatGPT Agent,client_width,1249,0.6462,0.954,0.6164
ChatGPT Agent,client_width,1264,0.3538,0.8552,0.3026
ChatGPT Agent,resOverflow_errorName,RangeError,1.0,0.1295,0.1295
ChatGPT Agent,permissions_clipboard-read,NOT_SUPPORTED,1.0,0.7939,0.7939
ChatGPT Agent,window_inner_height,873,1.0,1.0,1.0
ChatGPT Agent,connection-js_downlink,1.5,0.2462,0.895,0.2203
ChatGPT Agent,connection-js_downlink,1.45,0.1846,0.8966,0.1655
ChatGPT Agent,connection-js_downlink,1.4,0.1385,0.9747,0.135
ChatGPT Agent,connection-js_downlink,1.55,0.1077,0.8958,0.0965
ChatGPT Agent,connection-js_downlink,1.35,0.0923,0.9854,0.091
ChatGPT Agent,connection-js_downlink,1.3,0.0923,0.99,0.0914
ChatGPT Agent,connection-js_downlink,1.6,0.0769,0.9065,0.0697
ChatGPT Agent,connection-js_downlink,10,0.0308,0.9211,0.0283
ChatGPT Agent,connection-js_downlink,9.85,0.0154,1.0,0.0154
ChatGPT Agent,connection-js_downlink,1.7,0.0154,0.9211,0.0142
ChatGPT Agent,window_screenX,0,1.0,0.3441,0.3441
ChatGPT Agent,cookie_behavior,REUSED_COOKIE,1.0,0.8866,0.8866
Human,iframeChrome,undefined,0.5,0.888,0.444
Human,iframeChrome,object,0.5,0.112,0.056
Human,userAgentData_mobile,MISSING,0.5,0.582,0.291
Human,userAgentData_mobile,False,0.5,0.418,0.209
Human,chromeRuntimeProps,NOT_SUPPORTED,1.0,0.382,0.382
Human,audioContext_sampleRate,48000,0.75,0.415,0.3113
Human,audioContext_sampleRate,44100,0.25,0.585,0.1462
Human,permissions_midi,prompt,1.0,0.4083,0.4083
Human,host,api.example.org,1.0,0.0,0.0
Human,permissions_geolocation,prompt,1.0,0.4459,0.4459
Human,dnt,MISSING,1.0,0.0376,0.0376
Human,priority,u=4,0.5,0.888,0.444
Human,priority,"u=1, i",0.5,0.5023,0.2511
Human,signature,MISSING,1.0,0.0489,0.0489
Human,screen_left,MISSING,0.5,0.112,0.056
Human,screen_left,1920,0.25,1.0,0.25
Human,screen_left,0,0.25,0.888,0.222
Human,doNotTrack,NC,1.0,0.0632,0.0632
Human,permissions_background-sync,NOT_SUPPORTED,0.5,0.7639,0.382
Human,permissions_background-sync,granted,0.5,0.5203,0.2602
Human,detailChrome_loadTimes,MISSING,0.5,0.888,0.444
Human,detailChrome_loadTimes,37,0.5,0.1609,0.0805
Human,sec-fetch-mode,cors,1.0,0.0,0.0
Human,battery_onchargingchange,MISSING,1.0,0.0,0.0
Human,origin,https://example.org,0.1,0.8504,0.085
Human,origin,https://site1.example.org,0.1,0.915,0.0915
Human,origin,https://site2.example.org,0.1,0.9143,0.0914
Human,origin,https://site3.example.org,0.1,0.9045,0.0905
Human,origin,https://site4.example.org,0.1,0.8759,0.0876
Human,origin,https://site5.example.org,0.1,0.9143,0.0914
Human,origin,https://site6.example.org,0.1,0.9098,0.091
Human,origin,https://site7.example.org,0.1,0.9218,0.0922
Human,origin,https://site8.example.org,0.1,0.8759,0.0876
Human,origin,https://site9.example.org,0.1,0.918,0.0918
Human,screen_availLeft,0,0.5,0.1955,0.0977
Human,screen_availLeft,1920,0.45,0.9744,0.4385
Human,screen_availLeft,72,0.05,0.9023,0.0451
Human,content-length,31829.0,0.225,1.0,0.225
Human,content-length,36128.0,0.225,0.9977,0.2245
Human,content-length,31875.0,0.15,1.0,0.15
Human,content-length,36129.0,0.075,0.9962,0.0747
Human,content-length,31747.0,0.075,1.0,0.075
Human,content-length,36130.0,0.05,1.0,0.05
Human,content-length,36126.0,0.05,0.994,0.0497
Human,content-length,31780.0,0.025,1.0,0.025
Human,content-length,36087.0,0.025,1.0,0.025
Human,content-length,36132.0,0.025,1.0,0.025
Human,content-length,36127.0,0.025,0.9992,0.025
Human,content-length,31832.0,0.025,1.0,0.025
Human,content-length,36085.0,0.025,0.9985,0.025
Human,connection-js_saveData,MISSING,0.5,0.888,0.444
Human,connection-js_saveData,False,0.5,0.112,0.056
Human,webGLRendererException,t7TqrxctHGyb,0.5,0.4496,0.2248
Human,webGLRendererException,o0CpwrAikMDS,0.45,0.9624,0.4331
Human,webGLRendererException,TYcDiInOUT3B,0.05,0.9925,0.0496
Human,connection,MISSING,1.0,0.0,0.0
Human,multiMediaDevices_micros,1,0.925,0.2098,0.194
Human,multiMediaDevices_micros,MISSING,0.075,1.0,0.075
Human,cf-visitor,MISSING,1.0,0.0,0.0
Human,client_height,2601,0.25,1.0,0.25
Human,client_height,2326,0.2,0.9992,0.1998
Human,client_height,2416,0.125,0.982,0.1227
Human,client_height,2448,0.1,1.0,0.1
Human,client_height,2543,0.05,1.0,0.05
Human,client_height,2488,0.05,0.9767,0.0488
Human,client_height,2380,0.025,0.9368,0.0234
Human,client_height,2344,0.025,0.9481,0.0237
Human,client_height,2400,0.025,1.0,0.025
Human,client_height,2505,0.025,1.0,0.025
Human,client_height,2638,0.025,1.0,0.025
Human,client_height,2562,0.025,1.0,0.025
Human,client_height,2470,0.025,0.9902,0.0248
Human,client_height,2560,0.025,0.9992,0.025
Human,client_height,2524,0.025,0.9895,0.0247
Human,buildID,20181001000000,0.5,0.888,0.444
Human,buildID,NOT_SUPPORTED,0.5,0.112,0.056
Human,cf-ray,MISSING,1.0,0.0,0.0
Human,detailChrome,NOT_SUPPORTED,0.5,0.888,0.444
Human,detailChrome,SUPPORTED,0.5,0.112,0.056
Human,sec-ch-ua-platform,MISSING,0.5,0.888,0.444
Human,sec-ch-ua-platform,"""Linux""",0.5,0.4218,0.2109
Human,detailChrome_csi,MISSING,0.5,0.888,0.444
Human,detailChrome_csi,37,0.5,0.1609,0.0805
Human,permissions_persistent-storage,prompt,1.0,0.4083,0.4083
Human,userAgentData_wow64,MISSING,0.5,0.582,0.291
Human,userAgentData_wow64,False,0.5,0.418,0.209
Human,keyboard,NOT_SUPPORTED,0.5,0.888,0.444
Human,keyboard,"²*^$;à&é""'(-è_ç=<qbcdefghijkl,noparstuvzxyw):ùm!",0.25,0.7895,0.1974
Human,keyboard,"`\[],0123456789=<abcdefghijklmnopqrstuvwxyz-.';/",0.25,0.509,0.1273
Human,userAgentData_architecture,MISSING,0.5,0.582,0.291
Human,userAgentData_architecture,x86,0.5,0.5188,0.2594
Human,audioFormats_audio/x-mpegurl,MISSING,0.5,0.8391,0.4195
Human,audioFormats_audio/x-mpegurl,maybe,0.5,0.1609,0.0805
Human,detailChrome_app,MISSING,0.5,0.888,0.444
Human,detailChrome_app,35,0.5,0.1609,0.0805
Human,resOverflow,SUPPORTED,1.0,0.0,0.0
Human,audioFormats_audio/flac,maybe,0.5,0.888,0.444
Human,audioFormats_audio/flac,probably,0.5,0.112,0.056
Human,productSub,20100101,0.5,0.888,0.444
Human,productSub,20030107,0.5,0.112,0.056
Human,connection-js_type,MISSING,1.0,0.0977,0.0977
Human,connection-js_effectiveType,MISSING,0.5,0.888,0.444
Human,connection-js_effectiveType,4g,0.5,0.1376,0.0688
Human,accept-encoding,"gzip, deflate, br, zstd",1.0,0.0376,0.0376
Human,screen_depth,24,1.0,0.2331,0.2331
Human,permissions_magnetometer,NOT_SUPPORTED,0.5,0.7639,0.382
Human,permissions_magnetometer,granted,0.5,0.5203,0.2602
Human,cf-connecting-ip,MISSING,1.0,0.0,0.0
Human,screen_width,1920,0.525,0.3331,0.1749
Human,screen_width,2560,0.45,0.9992,0.4497
Human,screen_width,2400,0.025,1.0,0.025
Human,referer,INTERNAL,1.0,0.0376,0.0376
Human,signature-input,MISSING,1.0,0.0489,0.0489
Human,screen_top,0,0.5,0.888,0.444
Human,screen_top,MISSING,0.5,0.112,0.056
Human,userAgentData_fullVersionList,MISSING,0.5,0.5504,0.2752
Human,userAgentData_fullVersionList,Chromium:144.0.7559.96|Google Chrome:144.0.7559.96|Not(A:Brand:8.0.0.0,0.5,0.7504,0.3752
Human,window_device_pixel_ratio,1.0,0.975,0.1444,0.1408
Human,window_device_pixel_ratio,0.8,0.025,1.0,0.025
Human,battery,NOT_SUPPORTED,0.5,0.888,0.444
Human,battery,SUPPORTED,0.5,0.112,0.056
Human,resOverflow_depth,8926,0.5,0.7541,0.3771
Human,resOverflow_depth,23444,0.025,1.0,0.025
Human,resOverflow_depth,20725,0.025,1.0,0.025
Human,resOverflow_depth,23395,0.025,1.0,0.025
Human,resOverflow_depth,12799,0.025,1.0,0.025
Human,resOverflow_depth,21363,0.025,0.9992,0.025
Human,resOverflow_depth,24183,0.025,1.0,0.025
Human,resOverflow_depth,14827,0.025,1.0,0.025
Human,resOverflow_depth,24146,0.025,1.0,0.025
Human,resOverflow_depth,16488,0.025,1.0,0.025
Human,resOverflow_depth,17029,0.025,1.0,0.025
Human,resOverflow_depth,25290,0.025,1.0,0.025
Human,resOverflow_depth,25901,0.025,1.0,0.025
Human,resOverflow_depth,25453,0.025,1.0,0.025
Human,resOverflow_depth,16725,0.025,1.0,0.025
Human,resOverflow_depth,19083,0.025,1.0,0.025
Human,resOverflow_depth,25506,0.025,1.0,0.025
Human,resOverflow_depth,18971,0.025,1.0,0.025
Human,resOverflow_depth,25779,0.025,1.0,0.025
Human,resOverflow_depth,19410,0.025,1.0,0.025
Human,resOverflow_depth,16760,0.025,1.0,0.025
Human,battery_onchargingtimechange,MISSING,1.0,0.0,0.0
Human,userAgentData_brands,MISSING,0.5,0.582,0.291
Human,userAgentData_brands,Chromium:144|Google Chrome:144|Not(A:Brand:8,0.5,0.6459,0.3229
Human,screen_height,1080,0.525,0.3331,0.1749
Human,screen_height,1440,0.45,0.9992,0.4497
Human,screen_height,1350,0.025,1.0,0.025
Human,userAgentData_formFactors,MISSING,0.5,0.5504,0.2752
Human,userAgentData_formFactors,Desktop,0.5,0.4496,0.2248
Human,sec-ch-ua,MISSING,0.5,0.888,0.444
Human,sec-ch-ua,"""Not(A:Brand"";v=""8"", ""Chromium"";v=""144"", ""Google Chrome"";v=""144""",0.5,0.5038,0.2519
Human,upgrade-insecure-requests,MISSING,1.0,0.0,0.0
Human,multiMediaDevices_speakers,1,0.5,0.3158,0.1579
Human,multiMediaDevices_speakers,0,0.425,0.6842,0.2908
Human,multiMediaDevices_speakers,MISSING,0.075,1.0,0.075
Human,permissions_push,prompt,0.5,0.888,0.444
Human,permissions_push,NOT_SUPPORTED,0.5,0.112,0.056
Human,permissions_notifications,prompt,1.0,0.5632,0.5632
Human,permissions_clipboard-write,NOT_SUPPORTED,0.5,0.7639,0.382
Human,permissions_clipboard-write,granted,0.5,0.5203,0.2602
Human,userAgentData,NOT_SUPPORTED,0.5,0.9135,0.4568
Human,userAgentData,SUPPORTED,0.5,0.418,0.209
Human,hardwareConcurrency,8,1.0,0.3376,0.3376
Human,battery_chargingTime,MISSING,0.75,0.7647,0.5735
Human,battery_chargingTime,0,0.25,0.3564,0.0891
Human,battery_charging,MISSING,0.5,0.888,0.444
Human,battery_charging,True,0.25,0.209,0.0523
Human,battery_charging,False,0.25,0.903,0.2258
Human,battery_dischargingTime,MISSING,0.75,0.0865,0.0648
Human,battery_dischargingTime,1753,0.025,1.0,0.025
Human,battery_dischargingTime,2537,0.025,1.0,0.025
Human,battery_dischargingTime,2437,0.025,1.0,0.025
Human,battery_dischargingTime,2520,0.025,1.0,0.025
Human,battery_dischargingTime,2146,0.025,1.0,0.025
Human,battery_dischargingTime,2493,0.025,1.0,0.025
Human,battery_dischargingTime,2382,0.025,1.0,0.025
Human,battery_dischargingTime,2471,0.025,1.0,0.025
Human,battery_dischargingTime,1333,0.025,1.0,0.025
Human,battery_dischargingTime,2329,0.025,1.0,0.025
Human,navigator_properties_hash,XY0_CstcP1u9,0.5,0.4218,0.2109
Human,navigator_properties_hash,aAxWegVm-oqj,0.25,1.0,0.25
Human,navigator_properties_hash,af_j_LS2019b,0.25,0.888,0.222
Human,audioFormats_audio/3gpp,MISSING,1.0,0.1549,0.1549
Human,cf-ipcountry,MISSING,1.0,0.0,0.0
Human,userAgentData_bitness,MISSING,0.5,0.5504,0.2752
Human,userAgentData_bitness,64,0.5,0.4496,0.2248
Human,plugins,Plugin 0: PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 1: Chrome PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 2: Chromium PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 3: Microsoft Edge PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 4: WebKit built-in PDF; Portable Document Format; internal-pdf-viewer. ,1.0,0.3165,0.3165
Human,window_outer_height,1440,0.275,1.0,0.275
Human,window_outer_height,1068,0.225,0.8323,0.1873
Human,window_outer_height,1439,0.175,1.0,0.175
Human,window_outer_height,1088,0.125,1.0,0.125
Human,window_outer_height,1100,0.1,1.0,0.1
Human,window_outer_height,1053,0.05,0.9023,0.0451
Human,window_outer_height,1360,0.025,1.0,0.025
Human,window_outer_height,1071,0.025,1.0,0.025
Human,deviceMemory,NOT_SUPPORTED,0.5,0.888,0.444
Human,deviceMemory,8.0,0.5,0.1128,0.0564
Human,battery_level,MISSING,0.5,0.888,0.444
Human,battery_level,1,0.175,0.4211,0.0737
Human,battery_level,0.99,0.075,0.9714,0.0729
Human,battery_level,0.28,0.05,0.9985,0.0499
Human,battery_level,0.26,0.05,0.9992,0.05
Human,battery_level,0.3,0.025,0.9992,0.025
Human,battery_level,0.29,0.025,0.9992,0.025
Human,battery_level,0.27,0.025,0.9992,0.025
Human,battery_level,0.25,0.025,1.0,0.025
Human,battery_level,0.24,0.025,0.9992,0.025
Human,battery_level,0.23,0.025,1.0,0.025
Human,sec-fetch-site,same-site,1.0,0.0,0.0
Human,resOverflow_errorStacklength,10496,0.45,0.9436,0.4246
Human,resOverflow_errorStacklength,873,0.45,0.6511,0.293
Human,resOverflow_errorStacklength,9728,0.05,0.9887,0.0494
Human,resOverflow_errorStacklength,819,0.05,0.8955,0.0448
Human,window_inner_width,2560,0.275,1.0,0.275
Human,window_inner_width,927,0.25,0.9218,0.2305
Human,window_inner_width,881,0.2,1.0,0.2
Human,window_inner_width,2559,0.175,1.0,0.175
Human,window_inner_width,1848,0.05,0.9023,0.0451
Human,window_inner_width,1159,0.025,1.0,0.025
Human,window_inner_width,827,0.025,1.0,0.025
Human,connection-js,NOT_SUPPORTED,0.5,0.888,0.444
Human,connection-js,SUPPORTED,0.5,0.112,0.056
Human,alt-used,MISSING,0.525,0.0,0.0
Human,alt-used,api.example.org,0.475,1.0,0.475
Human,userAgent-js,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",0.5,0.6895,0.3447
Human,userAgent-js,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:136.0) Gecko/20100101 Firefox/136.0,0.25,1.0,0.25
Human,userAgent-js,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:147.0) Gecko/20100101 Firefox/147.0,0.25,1.0,0.25
Human,detailChrome_sendMessage,MISSING,0.5,0.888,0.444
Human,detailChrome_sendMessage,59,0.5,0.1985,0.0992
Human,hasChrome,False,0.5,0.888,0.444
Human,hasChrome,True,0.5,0.112,0.056
Human,connection-js_rtt,MISSING,0.5,0.888,0.444
Human,connection-js_rtt,50,0.5,0.8602,0.4301
Human,permissions,SUPPORTED,1.0,0.0,0.0
Human,connection-js_downlinkMax,MISSING,1.0,0.0,0.0
Human,cdn-loop,MISSING,1.0,0.0,0.0
Human,audioContext_state,suspended,0.9,0.3977,0.358
Human,audioContext_state,running,0.1,0.6023,0.0602
Human,multiMediaDevices,SUPPORTED,0.925,0.0,0.0
Human,multiMediaDevices,NOT_SUPPORTED,0.075,1.0,0.075
Human,detailChrome_runtime,MISSING,0.5,0.888,0.444
Human,detailChrome_runtime,NOT_SUPPORTED,0.5,0.1985,0.0992
Human,"videoFormats_video/ogg; codecs=""opus""",MISSING,0.5,0.888,0.444
Human,"videoFormats_video/ogg; codecs=""opus""",probably,0.5,0.112,0.056
Human,permissions_camera,prompt,1.0,0.4083,0.4083
Human,multiMediaDevices_webcams,1,0.925,0.2211,0.2045
Human,multiMediaDevices_webcams,MISSING,0.075,1.0,0.075
Human,permissions_accelerometer,NOT_SUPPORTED,0.5,0.7639,0.382
Human,permissions_accelerometer,granted,0.5,0.5203,0.2602
Human,resOverflow_errorMessage,too much recursion,0.5,0.888,0.444
Human,resOverflow_errorMessage,Maximum call stack size exceeded,0.5,0.112,0.056
Human,userAgentData_model,MISSING,1.0,0.0,0.0
Human,videoFormats,SUPPORTED,1.0,0.0,0.0
Human,screen_pixel_depth,24,1.0,0.2331,0.2331
Human,user-agent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",0.5,0.6895,0.3447
Human,user-agent,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:136.0) Gecko/20100101 Firefox/136.0,0.25,1.0,0.25
Human,user-agent,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:147.0) Gecko/20100101 Firefox/147.0,0.25,1.0,0.25
Human,audioFormats,SUPPORTED,1.0,0.0,0.0
